age,annual_income,employment_years,debt,number_of_open_accounts,payment_history_score,late_payments,credit_utilization,loan_amount,previous_defaults,savings,creditworthy
65,,6.7,3898.44,8,74.99,1,0.1086,21841.97,0,1434.54,0
68,85013.46,13.15,45640.11,7,45.42,3,0.3533,10219.64,0,10772.43,1
32,71296.84,4.3,15291.17,7,58.35,1,0.5931,17102.43,0,9086.46,0
32,49273.44,5.79,90009.21,8,79.36,1,0.184,30675.08,0,7485.82,0
22,51092.58,12.29,58388.05,12,66.72,2,0.3075,12080.2,0,23344.02,0
27,45373.54,6.54,12015.02,11,81.83,2,0.3663,11043.48,0,10631.61,1
48,180001.74,1.46,,4,78.8,2,0.1591,15403.0,0,10383.32,0
47,70632.73,19.76,11192.09,3,50.91,0,0.1513,100000.0,0,5925.01,1
39,44639.67,1.61,18038.79,12,88.24,4,0.1701,20737.77,0,8420.42,0
36,67816.58,6.68,30912.47,8,52.12,0,0.3301,19896.47,0,1971.31,0
61,34898.44,8.73,43849.88,1,59.76,1,0.1096,24404.79,2,9033.6,0
43,108241.11,8.34,36838.24,7,75.67,1,0.6613,5414.74,0,3357.83,1
60,40847.76,6.05,19112.9,2,97.07,1,0.4449,34294.43,1,48187.36,0
68,68911.4,6.08,131250.92,1,55.94,0,0.5884,29616.06,0,23224.67,0
36,88856.54,5.83,13441.61,3,74.36,1,0.5341,5163.74,1,27292.03,0
30,65397.17,1.42,4975.92,4,74.5,0,0.193,96878.75,0,3655.21,1
67,57388.54,17.75,5804.38,1,82.52,2,0.4559,18038.32,1,25512.86,1
52,55268.0,5.9,58532.25,11,90.94,1,0.3435,8236.94,0,6582.51,1
35,53620.67,9.98,,6,65.53,1,0.3802,22418.92,0,15394.72,1
51,42428.44,5.33,20442.53,7,88.19,2,0.3629,9527.45,1,10144.08,1
46,44928.2,5.23,11662.2,11,93.29,2,0.4687,5830.51,0,3469.93,0
65,107034.25,4.72,12531.05,11,100.0,1,0.7093,14873.58,0,4716.72,0
33,52378.26,0.0,9589.75,10,80.03,1,0.6325,15349.59,0,21720.94,0
69,38618.25,6.2,26240.2,3,74.52,0,0.1146,5978.56,0,21107.57,1
66,43597.48,4.96,16650.96,9,64.41,1,0.3307,10424.61,1,3489.49,0
29,90242.45,12.86,25492.29,12,48.66,0,0.514,8734.06,1,33378.97,0
29,74541.51,1.02,23615.95,1,67.55,2,0.3535,14016.37,2,8511.67,0
47,70773.26,4.11,12802.86,11,73.8,1,0.1949,28325.23,0,3784.94,1
23,48981.79,2.51,5603.48,11,70.25,2,0.5114,19872.25,0,7320.33,1
35,71189.57,14.21,5226.45,11,81.56,2,0.526,17592.9,0,3543.13,0
42,41170.86,2.65,150000.0,5,48.73,3,0.5943,5016.75,0,6246.65,0
68,48935.68,9.81,58727.64,3,69.09,1,0.3019,17649.59,1,7802.72,0
69,85093.04,11.85,52589.57,9,100.0,1,0.613,8405.08,2,19090.56,1
28,81512.64,6.27,10492.77,8,87.93,2,0.304,5407.93,0,24936.25,0
64,35356.2,0.12,18137.46,9,81.86,2,0.2114,33271.14,1,31238.3,1
25,37425.28,0.18,9375.33,4,78.25,1,0.8222,7090.05,0,24348.5,1
57,57757.27,11.3,6300.99,3,66.15,1,0.3595,19225.7,0,2163.92,0
62,119592.81,0.7,11238.58,11,43.93,2,0.0454,12798.68,1,3269.05,1
64,23227.31,8.96,52003.95,7,79.31,0,0.197,9234.07,1,32233.32,0
31,62338.74,7.57,35267.72,11,32.83,1,0.2809,42278.66,0,7888.43,1
64,29610.05,8.89,8284.06,12,66.79,1,0.388,11823.06,0,10592.81,0
26,41342.22,9.36,13992.46,6,71.94,1,0.2569,12398.8,0,21204.77,1
46,46681.15,2.33,32775.14,4,64.84,0,0.5031,10760.32,0,38332.63,0
44,45517.84,2.12,11399.79,11,100.0,0,0.5834,20358.42,0,18319.16,0
36,43255.53,10.57,19183.31,9,100.0,3,0.6478,16098.28,0,5534.57,1
22,55178.66,3.85,24824.96,8,88.52,0,0.4851,11013.38,0,4001.22,0
58,43227.12,0.0,24609.1,12,57.19,0,0.2488,9436.02,0,4579.04,1
37,28480.72,10.24,22058.28,3,100.0,1,0.3488,17486.6,0,36125.68,1
53,78122.22,1.82,10669.76,5,81.9,0,0.3135,11416.83,0,26033.17,1
41,77178.87,9.34,11583.62,1,56.93,1,0.6456,60191.44,0,12507.4,0
39,80379.7,13.96,7267.79,5,72.52,2,0.3794,12461.0,0,3327.44,1
64,27494.96,7.08,5161.89,6,87.34,1,0.1692,22743.9,1,26779.6,0
25,62918.88,11.98,16421.19,6,62.42,1,0.2695,16889.58,0,14228.91,0
57,74554.0,7.77,34583.6,2,74.25,1,0.4086,14702.32,0,6019.14,0
57,34580.58,14.94,5966.41,10,77.06,2,0.2327,33780.8,1,11428.54,1
39,55227.51,1.69,22393.04,6,54.39,0,0.1955,27018.03,0,18938.54,0
33,52196.38,6.96,33719.51,6,67.68,0,0.2322,26656.83,0,8035.83,0
21,126002.4,10.37,4141.2,11,55.59,0,0.2485,26451.2,0,4722.43,0
66,130759.06,6.05,14496.49,6,85.9,2,0.2685,5814.24,1,14223.22,0
67,26007.18,12.76,67177.6,11,57.47,0,0.4885,24504.28,0,15055.09,0
32,168949.58,4.84,27992.16,3,76.67,2,0.178,15137.64,0,2182.78,0
22,36433.24,17.35,4030.97,11,49.76,2,0.4461,12570.34,0,11246.92,0
27,85510.24,17.61,30479.16,12,53.87,5,0.3155,100000.0,1,5621.81,0
24,85119.6,8.41,9896.51,10,53.09,2,0.4502,6416.19,0,18428.7,1
61,,9.76,31293.72,11,67.37,3,0.6722,16894.35,0,2590.26,0
64,68669.4,12.96,10363.67,9,74.89,3,0.4641,15966.26,1,3813.42,0
28,52401.91,1.06,17252.31,8,77.84,0,0.2167,16997.37,0,1456.38,0
57,70582.46,0.44,11708.76,10,43.64,0,0.4171,8851.33,0,17432.68,1
29,,13.28,18045.53,12,69.3,0,0.3196,21070.76,1,3114.16,1
38,94225.04,8.37,11433.5,8,59.99,0,0.4212,8196.83,1,3637.5,1
50,56898.16,5.87,15052.46,9,80.55,1,0.1444,21951.64,0,11054.79,0
56,50998.18,7.06,7027.9,1,67.72,2,0.1933,20085.73,1,10396.69,0
63,90067.74,0.0,26652.94,12,70.71,1,0.6286,15172.0,1,21287.61,1
23,71415.25,6.05,20709.65,10,60.08,2,0.2835,17107.35,0,23307.69,1
30,76450.94,3.23,4938.92,2,99.59,1,0.1604,54558.04,0,33185.1,1
34,40783.16,11.59,39833.37,4,51.46,1,0.5862,26979.32,0,51319.95,0
36,34362.47,11.98,15632.33,3,65.6,1,0.2573,20317.3,0,30670.54,0
69,42600.17,9.88,20486.82,4,73.72,1,0.2539,24229.19,0,16187.19,0
59,41594.32,8.98,33182.45,11,67.98,0,0.2586,18513.93,0,14592.9,0
36,78345.06,0.0,23405.37,6,59.78,1,0.5254,26493.12,1,20902.78,0
68,85329.99,9.95,45719.93,6,43.01,3,0.208,11778.2,0,1946.68,0
45,51291.47,10.15,14235.45,10,60.94,2,0.2058,84593.06,0,10440.58,1
45,104715.46,13.23,41178.46,5,56.65,2,0.0991,20530.02,1,2317.0,1
42,101813.67,17.59,19860.08,11,98.87,2,0.4456,100000.0,0,6193.42,1
28,61366.41,0.0,27017.33,10,100.0,5,0.2813,84954.55,1,3179.13,0
66,37996.04,5.06,24860.37,4,71.19,4,0.3272,12650.68,1,17028.7,0
21,111748.71,3.29,48567.57,8,49.52,3,0.2142,21285.72,0,20612.63,0
29,53510.37,7.86,32056.55,6,83.81,3,0.2604,23249.26,0,35851.86,0
32,58212.93,7.07,12629.25,5,56.3,3,0.2036,34605.11,0,5024.15,0
34,47205.52,5.83,10776.4,11,,2,0.3759,19732.2,1,6638.71,0
27,36852.65,12.14,17297.61,5,61.94,1,0.3297,41896.5,0,31798.14,0
21,28401.6,1.49,9799.1,2,63.99,3,0.1482,5253.97,0,7569.18,0
54,73121.61,1.79,7757.17,5,66.32,0,0.6888,11744.51,0,6284.62,1
68,38659.89,1.88,3280.28,7,50.98,1,0.4452,15748.49,0,22787.85,1
26,217918.74,5.2,5211.99,2,60.77,0,0.4776,11287.81,0,19137.63,0
35,33737.17,0.86,88119.76,9,88.32,2,0.4073,5354.85,1,28397.98,0
45,31234.12,6.76,10645.87,3,71.46,2,0.1425,33417.34,0,18522.81,1
66,69192.72,6.17,82528.2,2,74.01,1,0.1874,8293.64,0,8416.33,1
55,109456.18,3.07,24850.94,7,36.28,3,0.0461,11227.33,1,41336.22,1
58,56622.05,11.37,17297.56,2,87.16,3,0.2585,30531.81,0,26571.22,1
49,71153.7,6.7,5418.87,10,61.03,2,0.511,42412.2,1,11816.26,0
41,23992.39,12.31,18067.36,1,89.98,0,0.6949,12115.69,0,26642.95,0
30,40546.64,6.02,81787.04,6,74.47,2,0.1527,8711.62,0,11856.63,1
63,33926.83,6.88,62582.22,1,63.01,1,0.1909,10186.66,0,5208.59,1
60,23442.78,4.19,22415.72,5,45.16,3,0.2856,39277.59,0,13256.95,0
22,57972.82,6.96,7180.99,12,100.0,2,0.5369,40865.38,1,67937.52,1
56,20046.62,10.56,8369.88,8,84.85,0,0.389,22780.96,0,30637.46,0
25,30336.3,4.94,9100.22,7,85.81,1,0.1833,21397.81,0,17448.37,0
57,43189.44,9.59,50043.65,2,100.0,2,0.1209,7151.19,1,5354.52,1
61,37835.76,2.94,66403.39,4,75.59,2,0.1136,24926.49,1,4138.77,0
27,65740.62,10.8,21053.9,5,93.64,0,0.1555,31198.68,0,9630.6,1
42,63107.79,4.1,14124.45,7,64.34,4,0.0672,20210.14,0,6946.06,1
27,82231.84,11.26,62136.91,3,83.8,0,0.3316,20732.12,0,12193.08,0
48,77161.9,7.3,8227.75,12,61.92,1,0.4195,8742.12,0,13745.42,1
66,91899.81,14.6,18761.94,8,63.94,1,0.3374,40783.85,0,3335.44,0
24,54952.54,1.23,26068.94,4,73.55,1,0.6055,6951.27,0,5644.82,1
40,63047.81,0.0,9026.2,2,51.72,2,0.4832,17792.15,1,8721.61,0
68,69235.54,3.92,10822.64,8,77.27,3,0.6745,24795.05,1,17770.67,1
35,58620.16,0.08,10169.38,6,67.01,1,0.1198,40007.74,1,18378.75,1
27,45997.9,0.09,55910.56,9,40.2,0,0.0145,37634.89,0,4734.36,0
44,47357.92,10.11,83251.45,8,64.68,0,0.2861,39957.19,0,3985.38,0
45,38070.2,6.98,19731.29,8,66.48,2,0.2602,14568.83,1,5119.28,0
53,66490.61,4.6,14523.92,11,85.65,0,0.0526,91571.55,0,24575.91,1
36,52721.66,5.07,11139.52,7,,0,0.1918,38545.68,1,7834.16,0
67,40809.1,4.01,18025.16,9,95.16,1,0.7885,14060.79,2,13205.99,1
46,40826.16,15.25,11590.6,5,80.32,6,0.5799,14709.67,1,17466.22,1
35,31901.52,3.32,16655.62,12,63.14,2,0.2254,30651.03,1,36224.27,1
68,85439.78,0.39,25052.11,5,71.07,0,0.6827,12976.95,1,4000.54,0
66,56980.62,10.98,13015.25,9,66.43,3,0.2911,7360.78,0,35747.63,0
45,37302.98,5.92,15466.89,12,79.81,3,0.4609,19070.93,1,20187.2,0
22,79136.93,17.19,15518.12,5,72.96,1,0.5846,3668.27,0,53827.19,1
50,42739.83,4.37,13961.74,2,61.94,1,0.1035,23131.9,2,42503.3,1
48,29206.99,11.23,12644.39,3,72.14,1,0.6478,28133.09,0,13244.81,1
28,87084.87,12.41,33119.73,3,79.38,3,0.2952,14941.77,0,6119.12,1
52,43191.32,4.39,4365.72,1,55.9,2,0.2473,40259.65,0,21753.23,0
62,45756.26,3.29,63421.04,7,77.07,1,0.5887,32681.18,1,4381.62,0
26,56028.71,10.71,20061.36,4,46.74,2,0.4728,8820.89,0,14578.1,0
56,91973.3,9.87,29323.4,2,89.69,1,0.3321,18566.17,0,6144.02,0
27,55498.17,0.0,32150.69,2,80.43,1,0.5326,12513.5,0,9658.15,0
57,32063.89,1.36,10215.69,4,98.07,1,0.2118,14356.53,0,1684.29,1
41,70251.23,0.0,8661.47,5,54.13,3,0.4085,40156.42,0,11125.47,0
21,44216.05,9.98,7881.8,12,90.14,3,0.1751,27887.07,0,13369.57,1
68,128624.71,5.69,14771.76,9,86.97,1,0.4169,10892.65,0,7429.9,1
29,54972.29,6.19,31492.06,9,69.08,1,0.3466,21058.43,1,11123.07,0
50,20117.04,0.0,11283.73,9,65.97,2,0.4719,10605.59,0,4523.83,1
29,64595.67,1.51,29274.51,10,54.64,2,0.222,12820.53,1,24203.55,0
66,131947.25,4.61,2707.52,4,50.47,0,0.1343,52868.04,1,12272.0,1
57,111776.05,3.64,13222.47,2,59.98,2,0.2958,100000.0,0,89975.75,1
60,125369.15,7.59,45790.73,7,51.91,3,0.2336,62532.4,0,15610.4,1
42,34759.09,9.92,15698.96,1,97.53,0,0.3481,21857.53,1,16930.6,1
43,82913.82,18.35,9272.54,3,47.97,1,0.1589,20473.73,0,7865.63,0
52,39743.08,6.9,10642.94,10,74.38,0,0.2347,36742.95,0,35088.19,0
59,60840.97,12.58,1596.72,7,78.97,0,0.4245,19325.66,1,8160.98,0
62,31016.04,2.85,8011.92,9,77.72,2,0.3763,6634.42,0,56869.08,1
21,41154.29,0.0,41936.85,7,79.12,1,0.1065,64304.81,0,55406.29,0
53,40569.73,5.24,11294.2,7,87.14,0,0.3178,7837.68,0,7567.53,1
26,82408.04,0.0,12412.9,4,64.87,1,0.317,41923.9,1,9352.59,0
35,78858.63,7.07,2786.88,3,73.4,2,0.0643,30637.8,0,6245.74,0
61,62296.3,3.1,4882.72,4,67.3,3,0.4388,66170.58,1,3603.11,0
33,29953.42,0.0,46637.79,10,92.84,0,0.0619,32921.88,1,15631.34,1
60,47803.34,15.68,29494.59,12,100.0,0,0.2529,11927.91,0,12049.04,1
43,39314.0,4.31,6375.23,1,52.9,0,0.2371,38478.76,1,21759.63,0
32,81344.02,0.0,10868.99,7,39.5,2,0.2619,13957.62,0,11470.44,0
37,93458.4,11.49,17584.78,6,81.11,0,0.8026,9080.57,1,26309.77,1
47,88473.82,3.36,6913.46,7,89.13,2,0.2901,4994.42,1,11494.42,1
58,39153.29,12.45,3622.11,3,100.0,3,0.3695,16507.43,0,10068.63,1
50,16031.3,3.33,15847.37,1,83.81,1,0.2216,5519.76,1,12980.92,1
66,24833.67,4.3,,3,94.33,5,0.4714,49203.58,1,23778.63,1
63,104278.51,8.72,28900.46,3,98.56,0,0.2408,5993.84,0,8604.26,0
57,45913.93,9.97,36254.43,1,95.44,1,0.8541,13795.26,0,27176.85,1
50,39232.56,10.84,5194.11,5,86.1,2,0.3405,14214.48,1,6181.17,1
35,115183.94,6.55,18853.4,9,51.48,0,0.3112,20298.93,0,9044.98,0
41,97188.77,9.64,14521.21,12,71.87,1,0.7954,9808.61,0,2239.32,0
26,55608.45,10.73,,8,76.8,0,0.1212,39833.46,0,8826.5,0
39,48197.24,8.0,15194.7,3,70.4,1,0.3669,20176.86,2,4372.04,1
66,51825.78,6.29,10612.29,5,71.39,4,0.0977,17778.59,0,19760.61,0
41,60919.69,0.0,1609.85,4,97.08,3,0.5612,11417.82,1,18972.96,0
26,112996.23,10.0,45596.68,3,59.89,0,0.3316,26446.85,0,35871.91,1
52,66516.07,7.21,23438.12,12,84.78,0,0.3898,47869.28,0,53534.78,0
68,76252.2,4.93,5490.06,8,77.06,0,0.3965,100000.0,0,10364.19,1
63,93084.23,13.39,26281.81,6,58.28,0,0.4482,9314.64,0,6176.97,1
34,32491.52,0.0,12585.28,6,54.77,1,0.2612,16359.79,0,18304.24,1
43,77248.0,15.22,12873.8,4,44.78,0,0.0941,4737.07,0,8462.68,1
47,48171.97,6.89,9734.15,6,79.77,2,0.1234,28969.87,0,6962.71,1
33,17727.03,8.59,27658.03,8,70.99,1,0.4267,6921.92,0,11816.65,0
34,21108.1,5.02,9492.6,12,58.79,3,0.2556,21827.79,0,7065.17,0
32,34784.79,0.0,7485.02,6,41.98,1,0.5702,42725.17,0,76589.39,0
69,69852.34,6.3,44512.39,3,78.92,2,0.355,13490.66,1,9464.36,1
57,57889.9,8.67,15599.93,12,69.22,0,0.3066,9373.4,2,11673.22,0
62,59757.71,10.38,15996.7,4,60.58,2,0.5473,45288.32,1,24863.74,0
61,132324.57,6.01,31322.7,1,56.58,1,0.4918,29602.42,0,86132.56,1
67,31070.0,0.0,10551.86,7,68.18,1,0.3598,8162.26,0,9795.88,1
26,54325.2,0.0,12377.12,10,79.52,6,0.3744,19849.58,1,2225.74,0
64,63075.29,17.26,22987.35,4,66.72,0,0.1033,9902.38,2,11200.99,0
24,39488.53,1.54,5244.97,4,52.98,1,0.5053,37817.37,0,2584.58,0
44,55705.57,14.14,21482.77,4,71.07,1,0.5073,19617.82,0,7540.42,0
50,26771.98,2.33,9833.58,10,88.73,0,0.3542,52444.52,0,46185.67,0
38,103729.96,6.09,35685.69,12,72.64,1,0.5486,9377.21,0,5833.59,1
28,40471.85,10.13,27874.22,11,73.09,1,0.5708,21101.35,0,4680.89,1
30,137203.23,2.9,,3,66.79,3,0.5107,17846.32,0,25978.18,0
61,54202.1,14.96,4976.89,11,57.77,1,0.3181,21513.05,2,9861.45,0
36,87352.99,7.38,16571.02,4,57.23,1,0.4266,12108.93,0,35652.66,1
36,53696.45,9.3,7018.56,11,45.41,2,0.3207,3723.53,0,9333.4,0
66,54244.33,5.66,17476.91,12,90.9,2,0.239,28954.42,0,21447.15,1
28,42288.7,10.29,2823.98,9,79.4,3,0.3755,18688.44,1,2994.17,0
65,58028.77,14.89,5247.26,12,73.32,1,0.8133,10059.06,0,5173.43,1
66,63461.45,6.34,46599.91,2,76.73,0,0.0778,12668.34,0,10161.48,1
50,38644.98,15.65,24182.14,8,77.43,4,0.4808,7939.73,0,8343.01,1
29,51990.61,3.94,13562.64,1,60.25,1,0.6505,4901.48,2,113661.61,0
28,41795.5,10.82,8700.47,8,66.8,1,0.267,37243.45,0,29940.93,0
34,154807.44,9.45,7560.74,5,64.41,0,0.1558,26855.7,0,29234.55,1
49,52823.4,1.66,21125.83,12,100.0,2,0.1664,6989.81,0,10290.49,1
28,110243.07,8.07,13673.59,6,88.32,2,0.7913,100000.0,0,3425.32,0
43,50365.33,7.04,62034.43,10,74.69,2,0.6884,8179.26,0,54100.25,1
26,61806.75,2.73,15526.69,4,93.86,3,0.4477,29683.1,4,2790.41,0
47,30347.66,8.79,18865.75,1,91.84,0,0.4844,18047.17,0,7313.45,1
22,44976.97,7.73,5927.3,9,49.91,1,0.5134,7435.76,1,20104.96,1
55,60465.55,6.64,13488.16,3,68.43,3,0.1938,22992.0,1,125523.42,0
23,112284.4,6.66,20737.94,9,71.74,1,0.667,15819.79,0,57473.13,0
30,60777.85,6.55,13358.37,6,81.78,1,0.308,11524.7,0,21021.5,1
29,102514.82,5.16,12205.28,12,68.42,1,0.2809,45321.32,0,83020.84,0
61,73380.72,7.7,23380.43,5,70.42,1,0.2737,27857.31,0,7694.53,1
23,114395.73,3.78,60475.02,5,64.62,2,0.3277,29779.3,0,18004.99,1
42,53557.95,20.28,20213.43,9,88.78,3,0.626,15482.07,1,44615.22,1
49,161246.36,0.0,44957.64,10,48.91,2,0.31,23031.83,0,3396.2,0
46,44207.96,4.08,29596.43,2,65.16,2,0.1395,17664.49,1,16835.18,0
54,38955.71,4.47,42856.38,9,42.5,2,0.1818,25529.08,0,17868.01,1
60,31906.49,17.2,11051.83,6,55.53,2,0.5748,9118.45,0,17367.95,0
40,,0.4,15253.82,12,77.07,0,0.4523,3415.93,0,4691.93,1
61,79526.05,9.13,15304.59,8,77.38,3,0.6221,46509.9,0,17768.16,0
36,47322.17,8.24,27865.62,10,66.99,0,0.4034,17815.1,1,15641.83,0
69,,8.67,33930.08,5,89.98,1,0.1248,26858.51,2,7317.43,0
45,74948.01,13.18,19893.97,4,93.66,2,0.605,11147.95,0,24215.68,0
57,133231.81,13.08,36297.07,10,70.89,4,0.549,15390.38,1,40466.29,0
63,27407.27,4.75,11469.67,1,76.01,2,0.1769,52174.27,0,6372.82,1
59,48809.31,7.97,36549.73,7,64.76,0,0.6796,23221.46,0,18738.28,1
62,44665.37,0.0,40569.61,12,82.03,2,0.1682,84239.78,0,41580.77,1
47,22627.73,7.5,30949.87,12,52.9,0,0.247,33598.56,0,42278.46,1
23,88630.89,3.03,20039.55,9,100.0,1,0.0107,11275.89,0,10438.62,1
45,48698.82,6.07,31849.78,6,90.24,0,0.2377,24520.6,0,31494.96,1
29,76720.37,0.0,8803.67,10,52.82,1,0.541,58439.15,0,9643.75,0
64,159051.9,9.02,21095.54,1,59.38,0,0.223,21000.83,0,25047.11,0
32,46916.69,0.0,22891.83,10,78.74,0,0.4621,28280.26,0,6170.37,0
32,45504.64,7.74,6213.72,3,66.59,1,0.372,48391.09,0,3050.72,0
33,58016.77,0.87,26312.37,9,80.71,2,0.2364,3485.33,1,19383.13,0
52,85763.58,2.75,6628.09,5,66.25,1,0.2542,29408.33,0,26485.98,1
48,42619.52,12.77,12781.99,10,96.4,1,0.3382,46207.44,0,22658.39,0
67,41404.95,9.94,18581.76,8,72.13,2,0.2474,10518.03,0,5750.75,0
41,88505.82,12.75,10032.03,12,100.0,1,0.0283,37415.15,1,1295.85,1
34,65217.05,14.8,19228.91,10,81.64,0,0.3589,17934.66,0,26340.2,1
23,21915.75,3.14,,11,50.41,1,0.7054,5506.35,0,44600.2,1
21,31687.01,14.49,9339.25,2,100.0,0,0.547,31305.82,0,2180.73,1
39,108081.91,0.0,28353.52,5,89.58,0,0.3979,17880.05,0,9115.73,0
66,65904.12,10.73,9767.36,6,78.08,3,0.4518,17087.07,1,5166.16,0
46,39030.56,4.53,112252.55,1,82.35,1,0.4228,28294.01,0,14975.52,0
64,50940.02,2.35,16490.57,1,52.98,0,0.437,9262.18,1,39963.23,1
25,55328.59,10.07,7052.18,1,43.13,1,0.43,30896.29,0,9730.22,1
25,76585.92,11.72,8189.87,10,71.33,1,0.1765,9504.74,0,7608.84,0
61,29847.91,11.58,45079.88,6,94.06,2,0.6683,51903.75,0,17060.98,1
26,37671.58,8.07,12975.34,10,78.33,0,0.4345,39952.98,0,1774.08,0
23,62188.08,7.66,6045.78,11,99.35,1,0.2859,52816.54,1,25505.72,1
40,52583.78,9.63,35635.49,1,93.14,1,0.4118,24911.83,0,31089.76,0
66,71141.43,8.52,12908.84,11,72.33,0,0.1843,13380.17,0,12050.68,1
54,31628.38,9.71,30359.44,3,90.94,1,0.306,10867.36,0,8077.69,1
25,64588.8,8.02,38047.09,5,96.36,1,0.2371,10422.5,1,9313.74,1
62,89886.32,11.21,22419.76,12,70.72,2,0.3237,15951.56,0,9348.92,1
62,68470.4,0.0,122375.93,4,68.58,2,0.5284,11133.4,0,11394.86,0
60,58553.07,6.34,4529.35,12,74.25,3,0.4208,22596.01,1,2946.14,0
65,52677.35,0.08,9355.94,7,33.41,0,0.4235,10243.11,0,17416.63,0
32,37775.1,8.38,14667.17,1,76.49,1,0.0246,11644.61,0,8622.56,0
68,53246.59,15.21,109871.4,10,83.53,2,0.4164,13787.35,0,12224.75,0
36,96950.53,4.63,75851.22,1,74.31,1,0.202,10454.75,0,7132.73,0
60,52131.55,7.64,50467.24,8,77.51,3,0.0852,14165.83,0,16905.77,1
49,36852.42,10.78,9535.99,6,71.3,1,0.4849,27087.03,0,39699.5,0
59,44071.88,0.0,10468.39,2,40.05,2,0.3378,9695.29,0,14479.08,1
51,60202.62,4.39,9276.87,7,98.6,1,0.1826,7750.36,0,2750.5,0
52,46490.68,8.82,9617.94,5,66.11,2,0.1716,15888.79,0,12046.71,0
51,68423.73,0.0,59414.33,2,62.12,0,0.3113,8108.7,0,14493.75,0
59,69589.44,2.12,14810.82,7,93.73,0,0.0219,45878.56,1,11423.62,1
57,82053.84,12.5,16463.95,1,87.66,0,0.3291,11037.61,0,6022.63,1
27,104369.23,12.01,33444.29,7,76.37,5,0.4818,18616.3,1,11516.11,0
61,86096.57,8.87,4756.68,3,84.31,2,0.1872,24733.63,1,25593.28,0
47,36122.85,11.41,18774.29,10,53.52,1,0.437,7440.19,1,9194.37,0
36,36625.43,8.08,7484.8,12,,1,0.6346,9964.92,0,41546.09,1
46,53156.27,9.78,14222.71,12,92.72,2,0.3349,11580.97,0,6683.44,1
68,44894.01,5.42,11259.76,12,61.17,3,0.5874,31128.15,0,4744.12,1
63,32953.13,7.58,10804.76,2,56.03,1,0.2501,64874.37,0,9740.73,0
61,45086.0,3.84,21559.95,7,73.26,0,0.1893,65991.41,0,1925.66,1
43,44425.0,13.32,21484.73,3,73.63,0,0.3383,43890.01,0,11907.61,1
59,40650.12,14.61,15097.29,2,82.36,2,0.2843,7556.21,0,8900.89,0
39,47714.15,13.9,24213.72,5,49.95,2,0.3321,9746.08,0,22270.54,1
54,93469.58,4.96,8984.31,6,31.21,2,0.27,47541.16,0,2576.81,1
52,60158.95,2.23,31051.29,4,86.74,0,0.5415,52366.09,1,23894.73,0
33,167276.36,13.38,15262.71,2,54.67,0,0.545,31417.73,1,13788.82,0
34,59386.2,9.72,12224.49,5,62.24,4,0.3155,31640.27,0,49981.69,1
23,48269.68,8.64,9531.14,2,37.07,2,0.2636,13330.15,0,10298.1,0
27,55102.38,3.83,14838.92,1,88.37,1,0.1488,59839.62,0,16313.49,1
42,61729.05,9.13,80389.47,6,77.61,0,0.6517,10790.24,0,21241.46,1
44,66899.9,1.57,17110.99,1,76.96,0,0.1419,5829.89,0,1924.19,0
29,140029.52,10.17,7205.53,12,76.86,2,0.6545,31540.7,0,32612.21,1
41,37597.55,13.89,37540.75,11,39.04,5,0.3879,11970.26,1,10684.31,0
50,80955.85,15.16,12339.79,12,56.24,2,0.1391,7252.71,1,3822.78,1
32,60389.84,10.54,22587.1,2,64.77,0,0.4164,33280.6,0,11213.17,1
37,27121.84,0.09,11087.78,6,60.02,3,0.2391,5005.69,0,34429.54,1
39,77800.48,7.99,50148.59,10,67.66,1,0.6125,24739.49,1,8817.53,1
45,97296.57,17.7,11220.74,7,75.94,0,0.1037,13167.33,0,13178.54,1
38,37397.5,2.66,55072.92,4,88.1,2,0.5918,55220.01,0,1981.42,0
57,54779.33,6.7,7775.39,10,48.32,4,0.4235,24790.92,0,5556.11,1
37,25303.02,14.07,14239.88,4,71.86,0,0.1562,38170.32,0,22690.0,1
42,31214.11,10.09,55167.19,12,83.38,0,0.0777,8425.88,1,31113.62,1
39,88141.77,19.4,20592.17,2,57.21,2,0.2825,5498.78,0,14509.06,0
29,44587.15,3.34,110779.81,9,68.91,2,0.2776,13968.0,0,20294.07,0
54,33393.85,2.05,14513.21,1,79.46,0,0.5442,27621.05,0,8369.0,0
32,60982.71,13.12,22109.47,11,72.18,0,0.0688,18920.94,0,12222.55,0
35,43477.68,1.02,82639.78,5,82.79,2,0.0402,40282.16,1,4619.72,0
59,44498.85,6.02,5361.44,1,73.52,1,0.7928,26386.94,0,7715.63,0
67,76709.83,6.67,4855.79,11,67.01,1,0.4412,8634.56,1,11697.94,1
53,32607.85,12.18,9525.43,12,53.24,1,0.6446,24918.8,1,2938.29,0
65,36595.26,10.07,34503.82,12,75.95,1,0.5017,20302.22,2,103523.29,1
62,58948.79,9.29,4965.38,6,73.6,1,0.1591,43813.79,0,6365.33,1
44,85077.92,4.99,29020.75,1,56.11,4,0.3808,9413.55,0,14499.82,0
58,,13.08,27432.74,3,81.31,1,0.6183,11314.67,0,3894.25,1
37,40774.44,27.13,90186.88,1,92.29,2,0.6033,23764.81,0,789.62,0
43,83860.34,10.46,41544.27,1,61.44,1,0.105,48425.29,0,56041.2,1
47,38647.0,7.5,24085.55,2,60.36,0,0.4364,15655.67,0,12624.06,1
68,125101.75,0.51,53392.92,7,59.77,4,0.2549,27328.87,0,1696.01,1
